user_id,freq
267,36
268,22
269,35
270,96
271,33
272,38
273,22
274,25
275,24
276,87
277,35
278,53
279,56
280,64
281,22
282,24
283,41
284,24
285,26
286,42
287,21
288,30
289,23
290,38
291,21
292,34
293,49
294,31
295,21
296,26
297,22
298,31
299,20
300,40
301,27
302,29
303,26
304,22
305,42
306,24
307,65
308,34
309,22
310,29
311,20
312,31
313,22
314,21
315,23
316,26
317,67
318,25
319,48
320,24
321,38
322,30
323,45
324,22
325,48
326,45
327,26
328,32
329,20
330,22
331,26
332,50
333,33
334,34
335,32
336,27
337,21
338,21
339,22
340,24
341,29
342,21
343,25
344,25
345,23
346,35
347,34
348,28
349,27
350,31
351,22
352,22
353,40
354,23
355,21
356,21
357,25
358,38
359,20
360,21
361,22
362,34
363,42
364,52
365,21
366,20
367,22
368,24
369,21
370,34
371,26
372,30
373,38
374,22
375,26
376,21
377,53
378,21
379,34
380,28
381,26
382,23
383,22
384,31
385,21
386,23
387,26
388,36
389,39
390,22
391,30
392,20
393,22
394,70
395,48
396,21
397,34
398,21
399,47
400,20
401,50
402,46
403,34
404,23
405,36
406,21
407,57
408,158
409,26
410,28
411,34
412,22
413,30
414,23
415,50
416,31
417,21
418,24
419,22
420,20
421,24
422,49
423,28
424,21
425,24
426,30
427,22
428,34
429,43
430,86
431,66
432,22
433,42
434,33
435,38
436,21
437,34
438,32
439,26
440,21
441,20
442,22
443,21
444,22
445,62
446,24
447,26
448,47
449,32
450,36
451,27
452,31
453,22
454,25
455,26
456,20
457,24
458,20
459,21
460,27
461,37
462,30
463,34
464,30
465,22
466,24
467,23
468,84
469,26
470,25
471,46
472,34
473,21
474,20
475,29
476,22
477,41
478,39
479,25
480,23
481,25
482,20
483,33
484,26
485,33
486,20
487,28
488,37
489,42
490,30
491,71
492,22
493,33
494,30
495,25
496,22
497,48
498,50
499,21
500,43
501,34
502,27
503,24
504,23
505,25
506,85
507,30
508,38
509,26
510,26
511,32
512,22
513,23
514,21
515,21
516,74
517,22
518,54
519,26
520,50
521,36
522,67
523,20
524,30
525,154
526,28
527,26
528,30
529,34
530,36
531,30
532,48
533,134
534,21
535,25
536,30
537,20
538,20
539,36
540,27
541,42
542,22
543,34
544,24
545,41
546,30
547,30
548,33
549,20
550,30
551,26
552,31
553,21
554,24
555,22
556,28
557,25
558,28
559,37
560,37
561,23
562,25
563,54
564,24
565,30
566,38
567,24
568,54
569,21
570,20
571,198
572,32
573,50
574,30
575,48
576,117
577,22
578,41
579,26
580,25
581,21
582,46
583,22
584,22
585,32
586,20
587,66
588,26
589,58
590,63
591,22
592,23
593,21
594,38
595,21
596,22
597,26
598,23
599,52
600,36
601,22
602,202
603,69
604,26
605,26
606,35
607,33
608,34
609,21
610,21
611,21
612,31
613,22
614,29
615,33
616,42
617,38
618,31
619,30
620,26
621,20
622,46
623,33
624,20
625,45
626,20
627,26
628,53
629,22
630,22
631,73
632,22
633,22
634,30
635,26
636,49
637,41
638,20
639,40
640,93
641,23
642,59
643,28
644,24
645,34
646,24
647,36
648,38
649,25
650,22
651,22
652,27
653,33
654,21
655,73
656,29
657,22
658,30
659,36
660,250
661,22
662,22
663,66
664,25
665,21
666,20
667,23
668,30
669,29
670,46
671,46
672,29
673,46
674,54
675,25
676,23
677,33
678,45
679,110
680,30
681,31
682,30
683,29
684,33
685,44
686,21
687,51
688,24
689,34
690,49
691,59
692,28
693,82
694,20
695,80
696,54
697,39
698,38
699,21
700,29
701,37
702,22
703,20
704,23
705,45
706,52
707,20
708,27
709,68
710,30
711,26
712,26
713,20
714,24
715,34
716,23
717,22
718,22
719,31
720,20
721,46
722,22
723,20
724,61
725,21
726,20
727,22
728,56
729,52
730,22
731,22
732,46
733,46
734,48
735,34
736,31
737,38
738,31
739,25
740,28
741,22
742,30
743,33
744,26
745,94
746,29
747,24
748,20
749,28
750,22
751,22
752,23
753,26
754,22
755,20
756,20
757,110
758,40
759,21
760,32
761,27
762,50
763,39
764,38
765,26
766,23
767,26
768,21
769,26
770,198
771,48
772,20
773,24
774,38
775,46
776,35
777,21
778,34
779,20
780,34
781,38
782,22
783,21
784,30
785,21
786,27
787,20
788,20
789,26
790,22
791,23
792,21
793,29
794,43
795,25
796,22
797,22
798,40
799,20
800,28
801,66
802,45
803,20
804,20
805,47
806,49
807,27
808,30
809,33
810,56
811,37
812,21
813,20
814,23
815,24
816,31
817,30
818,21
819,39
820,28
821,36
822,56
823,30
824,20
825,22
826,70
827,153
828,20
829,44
830,24
831,25
832,26
833,30
834,31
835,30
836,22
837,32
838,84
839,30
840,25
841,31
842,45
843,42
844,31
845,29
846,52
847,30
848,33
849,35
850,41
851,42
852,66
853,23
854,30
855,24
856,22
857,22
858,20
859,21
860,22
861,21
862,31
863,42
864,57
865,42
866,31
867,26
868,22
869,29
870,66
871,22
872,46
873,46
874,26
875,62
876,33
877,21
878,40
879,22
880,58
881,23
882,26
883,33
884,54
885,38
886,21
887,38
888,22
889,41
890,21
891,25
892,30
893,35
894,30
895,27
896,36
897,38
898,31
899,38
900,49
901,25
902,27
903,20
904,93
905,55
906,23
907,42
908,24
909,26
910,30
911,22
912,46
913,50
914,44
915,20
916,24
917,34
918,47
919,20
920,20
921,23
922,25
923,39
924,75
925,22
926,23
927,43
928,99
929,30
930,26
931,62
932,31
933,58
934,26
935,38
936,30
937,58
938,34
939,41
940,47
941,32
942,62
943,29
944,28
945,46
946,26
947,39
948,35
949,26
950,50
951,42
952,34
953,22
954,155
955,21
956,22
957,42
958,30
959,31
960,46
961,21
962,20
963,26
964,29
965,24
966,31
967,37
968,25
969,31
970,41
971,38
972,27
973,21
974,20
975,21
976,24
977,53
978,48
979,24
980,52
981,38
982,24
983,31
984,26
985,22
986,32
987,26
988,41
989,24
990,29
991,26
992,32
993,33
994,21
995,84
996,42
997,25
998,22
999,34
1000,38
1001,28
1002,59
1003,46
1004,48
1005,20
1006,56
1007,29
1008,29
1009,58
1010,26
1011,24
1012,24
1013,29
1014,44
1015,68
1016,64
1017,39
1018,31
1019,49
1020,21
1021,40
1022,22
1023,70
1024,23
1025,22
1026,22
1027,41
1028,26
1029,21
1030,23
1031,30
1032,20
1033,30
1034,21
1035,22
1036,20
1037,34
1038,44
1039,21
1040,22
1041,23
1042,108
1043,22
1044,25
1045,24
1046,45
1047,35
1048,82
1049,22
1050,38
1051,22
1052,34
1053,30
1054,35
1055,37
1056,30
1057,89
1058,104
1059,30
1060,23
1061,24
1062,34
1063,30
1064,25
1065,21
1066,22
1067,26
1068,30
1069,31
1070,24
1071,22
1072,24
1073,75
1074,21
1075,21
1076,21
1077,51
1078,38
1079,33
1080,22
1081,20
1082,22
1083,26
1084,21
1085,27
1086,34
1087,21
1088,42
1089,20
1090,37
1091,26
1092,26
1093,23
1094,29
1095,29
1096,67
1097,60
1098,39
1099,36
1100,45
1101,31
1102,25
1103,42
1104,32
1105,31
1106,22
1107,22
1108,35
1109,33
1110,22
1111,54
1112,25
1113,27
1114,23
1115,26
1116,25
1117,26
1118,36
1119,22
1120,22
1121,133
1122,30
1123,26
1124,29
1125,38
1126,25
1127,34
1128,24
1129,34
1130,20
1131,40
1132,53
1133,34
1134,24
1135,29
1136,23
1137,27
1138,27
1139,23
1140,21
1141,26
1142,22
1143,21
1144,33
1145,76
1146,20
1147,43
1148,44
1149,30
1150,30
1151,46
1152,25
1153,32
1154,20
1155,24
1156,46
1157,26
1158,27
1159,23
1160,36
1161,55
1162,31
1163,50
1164,20
1165,22
1166,22
1167,40
1168,22
1169,33
1170,29
1171,69
1172,20
1173,26
1174,30
1175,74
1176,48
1177,23
1178,50
1179,23
1180,26
1181,23
1182,35
1183,26
1184,20
1185,54
1186,46
1187,21
1188,21
1189,24
1190,30
1191,22
1192,26
1193,72
1194,41
1195,36
1196,45
1197,44
1198,22
1199,26
1200,27
1201,30
1202,78
1203,31
1204,45
1205,30
1206,20
1207,23
1208,25
1209,33
1210,22
1211,26
1212,26
1213,37
1214,91
1215,34
1216,24
1217,26
1218,25
1219,66
1220,46
1221,22
1222,55
1223,30
1224,35
1225,32
1226,22
1227,28
1228,34
1229,20
1230,25
1231,33
1232,22
1233,20
1234,26
1235,22
1236,22
1237,24
1238,35
1239,26
1240,30
1241,30
1242,30
1243,20
1244,23
1245,28
1246,32
1247,26
1248,45
1249,59
1250,24
1251,45
1252,33
1253,26
1254,23
1255,50
1256,33
1257,22
1258,20
1259,42
1260,26
1261,50
1262,22
1263,21
1264,25
1265,23
1266,68
1267,42
1268,34
1269,29
1270,37
1271,50
1272,52
1273,22
1274,136
1275,41
1276,35
1277,22
1278,30
1279,51
1280,54
1281,26
1282,30
1283,35
1284,44
1285,75
1286,21
1287,26
1288,24
1289,24
1290,33
1291,20
1292,30
1293,25
1294,20
1295,24
1296,26
1297,45
1298,46
1299,26
1300,24
1301,74
1302,29
1303,27
1304,59
1305,22
1306,31
1307,22
1308,23
1309,23
1310,26
1311,28
1312,34
1313,40
1314,33
1315,34
1316,37
1317,24
1318,23
1319,60
1320,32
1321,50
1322,27
1323,30
1324,20
1325,53
1326,22
1327,22
1328,42
1329,58
1330,20
1331,38
1332,26
1333,72
1334,22
1335,32
1336,28
1337,21
1338,24
1339,52
1340,30
1341,36
1342,71
1343,25
1344,36
1345,23
1346,68
1347,26
1348,22
1349,29
1350,25
1351,43
1352,47
1353,29
1354,24
1355,23
1356,45
1357,27
1358,22
1359,30
1360,20
1361,23
1362,32
1363,55
1364,30
1365,130
1366,30
1367,20
1368,87
1369,33
1370,41
1371,50
1372,26
1373,49
1374,26
1375,27
1376,22
1377,34
1378,39
1379,57
1380,57
1381,38
1382,21
1383,63
1384,34
1385,22
1386,20
1387,94
1388,22
1389,20
1390,27
1391,48
1392,72
1393,22
1394,28
1395,37
1396,29
1397,26
1398,23
1399,32
1400,22
1401,42
1402,20
1403,20
1404,22
1405,28
1406,45
1407,29
1408,24
1409,22
1410,38
1411,25
1412,23
1413,20
1414,26
1415,20
1416,23
1417,31
1418,28
1419,42
1420,26
1421,113
1422,58
1423,22
1424,36
1425,22
1426,20
1427,66
1428,27
1429,28
1430,21
1431,28
1432,39
1433,30
1434,42
1435,23
1436,46
1437,36
1438,24
1439,26
1440,33
1441,20
1442,32
1443,20
1444,29
1445,21
1446,33
1447,22
1448,35
1449,22
1450,74
1451,21
1452,74
1453,20
1454,22
1455,23
1456,36
1457,20
1458,20
1459,24
1460,20
1461,24
1462,56
1463,24
1464,24
1465,22
1466,29
1467,21
1468,53
1469,34
1470,22
1471,36
1472,22
1473,32
1474,27
1475,21
1476,21
1477,51
1478,22
1479,37
1480,32
1481,66
1482,22
1483,32
1484,30
1485,20
1486,30
1487,21
1488,53
1489,20
1490,37
1491,131
1492,22
1493,35
1494,22
1495,20
1496,23
1497,22
1498,24
1499,30
1500,34
1501,36
1502,61
1503,20
1504,64
1505,20
1506,20
1507,30
1508,93
1509,22
1510,22
1511,23
1512,25
1513,22
1514,60
1515,42
1516,20
1517,22
1518,31
1519,23
1520,40
1521,22
1522,35
1523,23
1524,45
1525,23
1526,35
1527,24
1528,24
1529,25
1530,24
1531,24
1532,22
1533,22
1534,27
1535,21
1536,74
1537,25
1538,47
1539,54
1540,120
1541,23
1542,30
1543,23
1544,41
1545,29
1546,30
1547,61
1548,29
1549,30
1550,68
1551,32
1552,43
1553,39
1554,21
1555,27
1556,36
1557,21
1558,29
1559,26
1560,22
1561,94
1562,25
1563,23
1564,34
1565,31
1566,25
1567,34
1568,31
1569,22
1570,30
1571,32
1572,20
1573,20
1574,26
1575,55
1576,34
1577,26
1578,24
1579,58
1580,23
1581,26
1582,21
1583,26
1584,22
1585,20
1586,22
1587,22
1588,41
1589,24
1590,23
1591,24
1592,93
1593,22
1594,22
1595,39
1596,30
1597,35
1598,30
1599,42
1600,22
1601,41
1602,31
1603,22
1604,30
1605,26
1606,27
1607,26
1608,26
1609,63
1610,21
1611,21
1612,52
1613,49
1614,43
1615,30
1616,36
1617,26
1618,38
1619,54
1620,28
1621,20
1622,21
1623,28
1624,22
1625,30
1626,42
1627,26
1628,55
1629,43
1630,26
1631,22
1632,58
1633,25
1634,255
1635,29
1636,24
1637,41
1638,86
1639,20
1640,26
1641,99
1642,22
1643,24
1644,55
1645,34
1646,21
1647,23
1648,51
1649,24
1650,37
1651,58
1652,21
1653,34
1654,21
1655,21
1656,23
1657,26
1658,29
1659,22
1660,46
1661,21
1662,30
1663,21
1664,23
1665,22
1666,22
1667,23
1668,25
1669,22
1670,20
1671,25
1672,26
1673,40
1674,31
1675,38
1676,27
1677,32
1678,37
1679,30
1680,37
1681,22
1682,24
1683,30
1684,24
1685,26
1686,33
1687,96
1688,25
1689,22
1690,26
1691,20
1692,26
1693,25
1694,21
1695,27
1696,24
1697,33
1698,64
1699,25
1700,30
1701,22
1702,23
1703,54
1704,25
1705,39
1706,45
1707,21
1708,22
1709,36
1710,39
1711,31
1712,32
1713,29
1714,22
1715,52
1716,30
1717,22
1718,27
1719,54
1720,44
1721,25
1722,66
1723,23
1724,26
1725,35
1726,27
1727,43
1728,40
1729,21
1730,32
1731,27
1732,20
1733,21
1734,37
1735,42
1736,74
1737,36
1738,40
1739,29
1740,25
1741,88
1742,20
1743,24
1744,36
1745,23
1746,22
1747,35
1748,23
1749,34
1750,29
1751,22
1752,21
1753,31
1754,54
1755,27
1756,26
1757,31
1758,21
1759,24
1760,41
1761,38
1762,31
1763,37
1764,23
1765,31
1766,56
1767,30
1768,39
1769,22
1770,31
1771,33
1772,50
1773,46
1774,27
1775,44
1776,43
1777,20
1778,26
1779,30
1780,20
1781,34
1782,69
1783,34
1784,33
1785,25
1786,23
1787,22
1788,26
1789,38
1790,22
1791,41
1792,20
1793,30
1794,27
1795,22
1796,74
1797,46
1798,23
1799,24
1800,26
1801,72
1802,31
1803,29
1804,30
1805,21
1806,23
1807,37
1808,20
1809,26
1810,24
1811,33
1812,20
1813,20
1814,29
1815,24
1816,25
1817,38
1818,88
1819,44
1820,90
1821,60
1822,20
1823,35
1824,21
1825,88
1826,48
1827,22
1828,101
1829,30
1830,92
1831,22
1832,30
1833,22
1834,62
1835,21
1836,23
1837,53
1838,30
1839,25
1840,46
1841,70
1842,34
1843,50
1844,28
1845,22
1846,30
1847,20
1848,20
1849,30
1850,26
1851,28
1852,30
1853,22
1854,41
1855,58
1856,38
1857,22
1858,24
1859,22
1860,25
1861,22
1862,30
1863,22
1864,24
1865,26
1866,51
1867,39
1868,22
1869,25
1870,38
1871,94
1872,76
1873,26
1874,26
1875,21
1876,78
1877,60
1878,27
1879,27
1880,21
1881,31
1882,29
1883,53
1884,20
1885,23
1886,25
1887,41
1888,30
1889,54
1890,46
1891,24
1892,21
1893,30
1894,66
1895,32
1896,36
1897,38
1898,23
1899,39
1900,20
1901,23
1902,231
1903,33
1904,20
1905,26
1906,26
1907,25
1908,30
1909,53
1910,35
1911,58
1912,29
1913,24
1914,39
1915,24
1916,41
1917,31
1918,20
1919,21
1920,30
1921,20
1922,61
1923,24
1924,28
1925,22
1926,52
1927,28
1928,23
1929,38
1930,37
1931,29
1932,26
1933,22
1934,21
1935,40
1936,22
1937,39
1938,22
1939,23
1940,116
1941,20
1942,33
1943,29
1944,30
1945,26
1946,25
1947,22
1948,20
1949,37
1950,20
1951,30
1952,22
1953,102
1954,30
1955,24
1956,30
1957,42
1958,20
1959,28
1960,20
1961,22
1962,68
1963,34
1964,22
1965,24
1966,22
1967,24
1968,34
1969,25
1970,22
1971,20
1972,54
1973,61
1974,48
1975,36
1976,32
1977,22
1978,21
1979,26
1980,33
1981,90
1982,22
1983,27
1984,33
1985,40
1986,24
1987,33
1988,26
1989,25
1990,66
1991,20
1992,37
1993,44
1994,21
1995,22
1996,23
1997,31
1998,26
1999,22
2000,30
2001,75
2002,35
2003,26
2004,20
2005,33
2006,22
2007,21
2008,22
2009,44
2010,34
2011,22
2012,25
2013,76
2014,25
2015,26
2016,22
2017,24
2018,46
2019,103
2020,26
2021,26
2022,27
2023,30
2024,23
2025,23
2026,22
2027,42
2028,26
2029,23
2030,22
2031,21
2032,23
2033,37
2034,22
2035,64
2036,20
2037,24
2038,32
2039,25
2040,21
2041,25
2042,28
2043,23
2044,27
2045,58
2046,29
2047,31
2048,21
2049,20
2050,26
2051,21
2052,34
2053,31
2054,59
2055,20
2056,24
2057,21
2058,24
2059,20
2060,26
2061,31
2062,40
2063,21
2064,23
2065,26
2066,30
2067,48
2068,51
2069,30
2070,25
2071,23
2072,25
2073,21
2074,28
2075,26
2076,21
2077,33
2078,38
2079,21
2080,21
2081,130
2082,26
2083,20
2084,23
2085,38
2086,24
2087,30
2088,42
2089,31
2090,24
2091,42
2092,47
2093,24
2094,20
2095,20
2096,26
2097,23
2098,22
2099,21
2100,42
2101,36
2102,21
2103,39
2104,51
2105,28
2106,22
2107,31
2108,22
2109,29
2110,22
2111,30
2112,26
2113,38
2114,34
2115,22
2116,30
2117,24
2118,22
2119,26
2120,54
2121,65
2122,21
2123,22
2124,43
2125,38
2126,35
2127,22
2128,26
2129,103
2130,62
2131,67
2132,41
2133,37
2134,78
2135,20
2136,59
2137,30
2138,42
2139,26
2140,20
2141,23
2142,59
2143,39
2144,21
2145,24
2146,20
2147,29
2148,20
2149,27
2150,26
2151,37
2152,23
2153,22
2154,21
2155,28
2156,28
2157,21
2158,59
2159,56
2160,76
2161,22
2162,37
2163,46
2164,33
2165,32
2166,28
2167,24
2168,30
2169,40
2170,28
2171,24
2172,26
2173,41
2174,33
2175,23
2176,34
2177,26
2178,24
2179,27
2180,32
2181,30
2182,30
2183,30
2184,21
2185,33
2186,26
2187,42
2188,23
2189,22
2190,31
2191,73
2192,30
2193,26
2194,30
2195,50
2196,27
2197,21
2198,35
2199,21
2200,24
2201,26
2202,22
2203,26
2204,25
2205,21
2206,22
2207,52
2208,20
2209,50
2210,47
2211,34
2212,39
2213,25
2214,29
2215,31
2216,26
2217,61
2218,23
2219,29
2220,20
2221,20
2222,39
2223,22
2224,23
2225,26
2226,24
2227,26
2228,23
2229,20
2230,21
2231,65
2232,72
2233,45
2234,21
2235,92
2236,22
2237,31
2238,57
2239,44
2240,30
2241,41
2242,22
2243,20
2244,24
2245,26
2246,37
2247,22
2248,62
2249,33
2250,24
2251,21
2252,31
2253,28
2254,55
2255,36
2256,26
2257,62
2258,22
2259,25
2260,34
2261,26
2262,50
2263,22
2264,20
2265,37
2266,22
2267,22
2268,21
2269,33
2270,22
2271,65
2272,30
2273,48
2274,29
2275,46
2276,27
2277,20
2278,42
2279,27
2280,29
2281,23
2282,22
2283,48
2284,24
2285,21
2286,45
2287,20
2288,46
2289,24
2290,43
2291,26
2292,22
2293,46
2294,30
2295,31
2296,21
2297,37
2298,30
2299,26
2300,21
2301,31
2302,30
2303,23
2304,49
2305,40
2306,35
2307,24
2308,53
2309,42
2310,34
2311,22
2312,28
2313,20
2314,29
2315,37
2316,60
2317,24
2318,30
2319,21
2320,31
2321,27
2322,21
2323,23
2324,34
2325,31
2326,20
2327,58
2328,38
2329,34
2330,32
2331,22
2332,20
2333,25
2334,22
2335,24
2336,38
2337,64
2338,22
2339,41
2340,24
2341,22
2342,42
2343,22
2344,24
2345,33
2346,27
2347,82
2348,26
2349,21
2350,46
2351,33
2352,59
2353,25
2354,30
2355,27
2356,30
2357,25
2358,35
2359,27
2360,26
2361,30
2362,92
2363,44
2364,22
2365,22
2366,25
2367,30
2368,22
2369,63
2370,21
2371,23
2372,39
2373,37
2374,25
2375,47
2376,22
2377,29
2378,68
2379,30
2380,28
2381,27
2382,44
2383,20
2384,24
2385,44
2386,62
2387,42
2388,22
2389,23
2390,30
2391,30
2392,22
2393,30
2394,30
2395,22
2396,25
2397,25
2398,30
2399,35
2400,24
2401,52
2402,50
2403,62
2404,20
2405,34
2406,26
2407,26
2408,51
2409,21
2410,34
2411,21
2412,22
2413,31
2414,22
2415,26
2416,32
2417,23
2418,23
2419,23
2420,22
2421,34
2422,26
2423,26
2424,21
2425,30
2426,20
2427,54
2428,22
2429,20
2430,21
2431,21
2432,94
2433,20
2434,30
2435,21
2436,26
2437,52
2438,25
2439,25
2440,26
2441,34
2442,20
2443,30
2444,24
2445,33
2446,24
2447,21
2448,29
2449,38
2450,20
2451,27
2452,50
2453,50
2454,22
2455,27
2456,45
2457,39
2458,35
2459,43
2460,42
2461,24
2462,38
2463,21
2464,31
2465,34
2466,32
2467,34
2468,47
2469,22
2470,21
2471,22
2472,26
2473,21
2474,24
2475,20
2476,26
2477,27
2478,20
2479,21
2480,20
2481,34
2482,167
2483,25
2484,23
2485,30
2486,21
2487,22
2488,25
2489,23
2490,58
2491,62
2492,26
2493,58
2494,25
2495,22
2496,24
2497,48
2498,21
2499,30
2500,26
2501,22
2502,26
2503,35
2504,21
2505,20
2506,37
2507,26
2508,35
2509,22
2510,24
2511,42
2512,32
2513,29
2514,22
2515,58
2516,20
2517,30
2518,26
2519,83
2520,39
2521,23
2522,37
2523,20
2524,21
2525,22
2526,20
2527,22
2528,46
2529,33
2530,44
2531,53
2532,43
2533,20
2534,23
2535,26
2536,20
2537,24
2538,21
2539,26
2540,25
2541,24
2542,21
2543,26
2544,23
2545,28
2546,22
2547,34
2548,22
2549,38
2550,36
2551,26
2552,28
2553,26
2554,20
2555,36
2556,34
2557,30
2558,24
2559,54
2560,42
2561,56
2562,57
2563,22
2564,24
2565,20
2566,31
2567,46
2568,35
2569,25
2570,34
2571,38
2572,34
2573,23
2574,37
2575,29
2576,27
2577,35
2578,34
2579,26
2580,65
2581,40
2582,55
2583,34
2584,25
2585,57
2586,20
2587,34
2588,20
2589,46
2590,22
2591,25
2592,25
2593,22
2594,20
2595,27
2596,29
2597,23
2598,21
2599,22
2600,173
2601,41
2602,43
2603,22
2604,21
2605,28
2606,31
2607,32
2608,31
2609,23
2610,20
2611,29
2612,22
2613,24
2614,31
2615,22
2616,21
2617,30
2618,30
2619,23
2620,23
2621,23
2622,36
2623,35
2624,30
2625,25
2626,30
2627,26
2628,22
2629,46
2630,37
2631,44
2632,30
2633,23
2634,20
2635,32
2636,30
2637,25
2638,22
2639,42
2640,26
2641,23
2642,23
2643,24
2644,22
2645,40
2646,41
2647,58
2648,22
2649,34
2650,34
2651,22
2652,36
2653,49
2654,27
2655,30
2656,24
2657,21
2658,22
2659,21
2660,31
2661,53
2662,34
2663,27
2664,23
2665,49
2666,20
2667,29
2668,30
2669,20
2670,21
2671,27
2672,22
2673,34
2674,23
2675,78
2676,42
2677,22
2678,34
2679,34
2680,39
2681,21
2682,27
2683,30
2684,46
2685,21
2686,44
2687,22
2688,25
2689,27
2690,30
2691,24
2692,25
2693,22
2694,20
2695,23
2696,26
2697,22
2698,23
2699,59
2700,35
2701,42
2702,26
2703,25
2704,22
2705,41
2706,20
2707,24
2708,106
2709,21
2710,26
2711,21
2712,88
2713,27
2714,22
2715,34
2716,22
2717,30
2718,22
2719,35
2720,46
2721,21
2722,21
2723,55
2724,28
2725,20
2726,22
2727,21
2728,30
2729,22
2730,26
2731,21
2732,25
2733,47
2734,20
2735,23
2736,44
2737,34
2738,23
2739,27
2740,24
2741,61
2742,22
2743,21
2744,22
2745,43
2746,26
2747,20
2748,22
2749,22
2750,22
2751,24
2752,42
2753,28
2754,63
2755,21
2756,21
2757,24
2758,22
2759,22
2760,29
2761,23
2762,61
2763,20
2764,20
2765,24
2766,30
2767,30
2768,42
2769,22
2770,22
2771,23
2772,42
2773,39
2774,21
2775,30
2776,26
2777,26
2778,20
2779,65
2780,22
2781,20
2782,26
2783,27
2784,25
2785,28
2786,82
2787,28
2788,26
2789,27
2790,22
2791,22
2792,20
2793,22
2794,28
2795,21
2796,21
2797,22
2798,24
2799,34
2800,20
2801,29
2802,33
2803,26
2804,34
2805,30
2806,37
2807,20
2808,22
2809,20
2810,32
2811,41
2812,21
2813,30
2814,31
2815,25
2816,22
2817,33
2818,23
2819,22
2820,30
2821,20
2822,42
2823,27
2824,26
2825,21
2826,32
2827,49
2828,34
2829,20
2830,20
2831,40
2832,21
2833,21
2834,26
2835,46
2836,22
2837,20
2838,25
2839,36
2840,38
2841,30
2842,45
2843,22
2844,33
2845,28
2846,21
2847,50
2848,29
2849,26
2850,26
2851,50
2852,28
2853,22
2854,29
2855,21
2856,26
2857,39
2858,22
2859,34
2860,20
2861,40
2862,39
2863,24
2864,31
2865,22
2866,22
2867,32
2868,22
2869,31
2870,35
2871,76
2872,20
2873,47
2874,34
2875,22
2876,22
2877,32
2878,38
2879,42
2880,31
2881,20
2882,34
2883,28
2884,34
2885,25
2886,27
2887,20
2888,21
2889,39
2890,59
2891,26
2892,40
2893,34
2894,30
2895,34
2896,42
2897,32
2898,34
2899,50
2900,22
2901,35
2902,55
2903,24
2904,25
2905,22
2906,21
2907,26
2908,26
2909,34
2910,26
2911,46
2912,22
2913,21
2914,23
2915,25
2916,26
2917,20
2918,23
2919,38
2920,24
2921,22
2922,29
2923,20
2924,27
2925,26
2926,21
2927,27
2928,33
2929,22
2930,34
2931,36
2932,32
2933,30
2934,20
2935,28
2936,22
2937,93
2938,26
2939,36
2940,20
2941,27
2942,22
2943,23
2944,26
2945,25
2946,21
2947,23
2948,39
2949,49
2950,22
2951,51
2952,23
2953,27
2954,23
2955,56
2956,26
2957,21
2958,48
2959,27
2960,35
2961,33
2962,61
2963,37
2964,36
2965,26
2966,26
2967,35
2968,23
2969,28
2970,22
2971,22
2972,46
2973,21
2974,30
2975,29
2976,20
2977,40
2978,38
2979,51
2980,27
2981,29
2982,24
2983,59
2984,20
2985,58
2986,34
2987,54
2988,67
2989,21
2990,23
2991,27
2992,36
2993,22
2994,21
2995,35
2996,21
