user,item,rating,user_id,item_id
21,1197,1,9,387
21,994,1,9,378
21,2710,1,9,408
21,5891,1,9,461
21,5877,1,9,447
21,4957,1,9,417
21,5892,1,9,462
21,328,1,9,373
21,1626,1,9,395
21,1671,1,9,398
21,5884,1,9,454
21,1625,1,9,394
21,5901,1,9,471
22,7096,1,10,540
22,8016,1,10,546
22,6938,1,10,536
22,5782,1,10,534
22,2787,1,10,513
22,2785,1,10,512
22,1369,1,10,502
22,5733,1,10,532
22,1156,1,10,497
22,7349,1,10,542
22,2345,1,10,510
22,280,1,10,485
22,399,1,10,489
22,6919,1,10,535
22,2790,1,10,514
22,2342,1,10,509
22,5603,1,10,531
22,398,1,10,488
22,3226,1,10,519
22,1707,1,10,505
22,2921,1,10,516
22,2346,1,10,511
22,8112,1,10,547
22,3687,1,10,524
22,3659,1,10,523
22,711,1,10,492
22,6972,1,10,538
22,430,1,10,490
22,7506,1,10,545
22,1372,1,10,504
22,8698,1,10,549
22,5602,1,10,530
22,7437,1,10,544
22,5781,1,10,533
22,1115,1,10,496
22,710,1,10,491
22,10465,1,10,552
22,3638,1,10,521
22,1371,1,10,503
22,909,1,10,494
22,11697,1,10,553
22,910,1,10,495
22,285,1,10,486
22,4462,1,10,527
22,1368,1,10,501
22,4585,1,10,528
22,3067,1,10,518
22,2338,1,10,508
22,2334,1,10,507
22,2077,1,10,506
22,6971,1,10,537
22,286,1,10,487
22,7401,1,10,543
22,1355,1,10,498
22,3688,1,10,525
22,4461,1,10,526
23,14782,1,11,708
23,9692,1,11,619
23,10041,1,11,625
23,9130,1,11,613
23,12153,1,11,656
23,9695,1,11,621
23,12084,1,11,655
23,14656,1,11,701
23,14703,1,11,702
23,13078,1,11,668
23,10860,1,11,645
23,10215,1,11,626
23,14173,1,11,689
23,13321,1,11,676
23,10632,1,11,632
23,9497,1,11,617
23,15225,1,11,714
23,15141,1,11,712
23,11191,1,11,648
23,15412,1,11,718
23,7076,1,11,600
23,5818,1,11,598
23,10648,1,11,633
23,15218,1,11,713
23,11273,1,11,649
23,14946,1,11,709
23,11323,1,11,650
23,8272,1,11,609
23,15354,1,11,716
23,16610,1,11,730
23,13357,1,11,678
23,10706,1,11,637
23,10252,1,11,627
23,13301,1,11,673
23,11582,1,11,651
23,1580,1,11,562
23,6273,1,11,599
23,3088,1,11,569
23,5344,1,11,592
23,16606,1,11,729
23,7312,1,11,602
23,10716,1,11,639
23,4359,1,11,582
23,7824,1,11,608
23,4689,1,11,584
23,13886,1,11,686
23,13348,1,11,677
23,10757,1,11,642
23,7758,1,11,607
23,12227,1,11,657
23,10714,1,11,638
23,13900,1,11,687
23,14498,1,11,692
23,13547,1,11,682
23,13316,1,11,674
23,14526,1,11,695
23,13610,1,11,683
23,7617,1,11,605
23,13110,1,11,670
23,5165,1,11,590
23,13058,1,11,667
23,16499,1,11,727
23,10730,1,11,641
23,10705,1,11,636
23,10650,1,11,634
23,4850,1,11,585
23,14502,1,11,693
23,14705,1,11,703
23,1737,1,11,565
23,13647,1,11,684
23,8683,1,11,611
23,12429,1,11,659
23,9625,1,11,618
23,16743,1,11,732
23,7371,1,11,603
23,7647,1,11,606
23,1303,1,11,560
23,8362,1,11,610
23,14770,1,11,707
23,3691,1,11,571
23,13542,1,11,680
23,14640,1,11,700
23,461,1,11,554
23,14573,1,11,697
23,3802,1,11,573
23,9914,1,11,624
23,10794,1,11,644
23,12919,1,11,664
23,12945,1,11,665
23,10950,1,11,647
23,16633,1,11,731
23,14449,1,11,691
23,10560,1,11,630
23,5716,1,11,596
23,2364,1,11,568
23,15267,1,11,715
23,501,1,11,556
23,4048,1,11,577
23,14716,1,11,704
23,10568,1,11,631
23,8755,1,11,612
23,10662,1,11,635
23,5380,1,11,594
23,4310,1,11,580
23,9903,1,11,622
23,3441,1,11,570
23,13034,1,11,666
23,9420,1,11,616
23,14729,1,11,705
23,2193,1,11,567
23,685,1,11,557
23,7561,1,11,604
23,15865,1,11,720
23,5166,1,11,591
23,14008,1,11,688
23,11838,1,11,653
23,16475,1,11,725
23,1673,1,11,564
23,11246,1,11,339
23,9321,1,11,615
23,3963,1,11,576
23,3726,1,11,572
23,13130,1,11,671
23,13286,1,11,672
23,14635,1,11,699
23,3903,1,11,574
23,12288,1,11,658
23,11956,1,11,654
23,12643,1,11,662
23,15819,1,11,719
23,14745,1,11,706
23,4872,1,11,586
23,5717,1,11,597
23,15357,1,11,717
23,12509,1,11,660
23,13320,1,11,675
23,15030,1,11,710
23,466,1,11,555
23,14556,1,11,696
23,14510,1,11,694
23,4329,1,11,581
23,16066,1,11,722
23,5376,1,11,593
23,1599,1,11,563
24,23,1,12,733
24,15862,1,12,763
24,15640,1,12,761
24,10944,1,12,742
24,14262,1,12,750
24,15676,1,12,762
24,380,1,12,736
24,15600,1,12,760
24,14790,1,12,752
24,11885,1,12,744
24,16464,1,12,765
24,2533,1,12,737
24,14603,1,12,751
24,10966,1,12,743
24,10919,1,12,741
24,15200,1,12,756
24,73,1,12,735
24,14939,1,12,754
24,7004,1,12,738
24,15584,1,12,759
24,28,1,12,734
24,15328,1,12,757
24,13883,1,12,747
24,10546,1,12,740
24,15348,1,12,758
24,12146,1,12,745
27,6802,1,13,787
27,1950,1,13,772
27,6808,1,13,793
27,6805,1,13,790
27,6806,1,13,791
27,10935,1,13,800
27,6800,1,13,786
27,10934,1,13,799
27,740,1,13,768
27,2597,1,13,773
27,10176,1,13,798
27,2822,1,13,775
27,3844,1,13,780
27,6803,1,13,788
27,1084,1,13,769
27,6810,1,13,795
27,3467,1,13,779
27,6811,1,13,796
27,6799,1,13,785
27,5834,1,13,782
27,380,1,13,736
27,2691,1,13,774
27,477,1,13,767
27,5590,1,13,781
27,6798,1,13,784
27,6804,1,13,789
27,1941,1,13,771
27,5941,1,13,783
27,3329,1,13,778
30,10781,1,14,829
30,10828,1,14,830
30,107,1,14,801
30,9882,1,14,826
30,4761,1,14,819
30,6423,1,14,823
30,1550,1,14,804
30,1563,1,14,806
30,9078,1,14,825
30,10494,1,14,827
30,4759,1,14,818
30,5233,1,14,820
30,2048,1,14,811
30,6138,1,14,821
30,3170,1,14,812
30,10872,1,14,831
30,6289,1,14,822
30,1557,1,14,805
30,1525,1,14,803
30,1584,1,14,807
30,11182,1,14,832
30,3529,1,14,813
30,10780,1,14,828
30,1640,1,14,808
30,1704,1,14,809
30,11890,1,14,833
33,12043,1,15,841
33,8982,1,15,836
33,10182,1,15,838
33,15858,1,15,850
33,9163,1,15,837
33,15614,1,15,849
33,14705,1,15,703
33,13647,1,15,684
33,15908,1,15,851
33,11918,1,15,840
33,15413,1,15,848
33,13410,1,15,679
33,16609,1,15,855
33,16192,1,15,853
33,3646,1,15,834
33,8949,1,15,835
33,14382,1,15,846
33,14276,1,15,844
33,10991,1,15,839
33,16392,1,15,854
33,16101,1,15,852
33,11838,1,15,653
34,12520,1,16,905
34,7625,1,16,892
34,5848,1,16,884
34,1187,1,16,862
34,3181,1,16,873
34,4171,1,16,881
34,12513,1,16,904
34,3710,1,16,876
34,4112,1,16,880
34,2351,1,16,868
34,3188,1,16,875
34,3735,1,16,877
34,9867,1,16,480
34,10270,1,16,900
34,7915,1,16,893
34,13124,1,16,906
34,2835,1,16,871
34,15194,1,16,913
34,14611,1,16,911
34,4641,1,16,882
34,15266,1,16,914
34,2500,1,16,870
34,7200,1,16,889
34,9404,1,16,897
34,11772,1,16,902
34,2236,1,16,866
34,12331,1,16,903
34,13873,1,16,909
34,2494,1,16,869
34,14823,1,16,912
34,15931,1,16,915
34,922,1,16,860
34,6948,1,16,887
34,29,1,16,856
34,4820,1,16,883
34,1122,1,16,383
34,561,1,16,859
34,9009,1,16,896
34,11208,1,16,901
34,6338,1,16,885
34,241,1,16,858
34,13182,1,16,907
34,70,1,16,857
34,7289,1,16,890
34,4059,1,16,879
34,3050,1,16,872
34,14345,1,16,910
34,1203,1,16,863
34,9964,1,16,899
34,2240,1,16,867
35,8593,1,17,933
35,10857,1,17,940
35,9193,1,17,936
35,2954,1,17,923
35,7672,1,17,930
35,6739,1,17,927
35,7103,1,17,929
35,13890,1,17,947
35,5265,1,17,925
35,10861,1,17,941
35,10089,1,17,937
35,13859,1,17,945
35,14687,1,17,948
35,8164,1,17,932
35,11100,1,17,942
35,2475,1,17,920
35,2715,1,17,922
35,939,1,17,917
35,7898,1,17,931
35,10651,1,17,938
35,10699,1,17,939
35,11199,1,17,943
35,2258,1,17,919
35,13577,1,17,944
35,9155,1,17,935
35,13887,1,17,946
37,7622,1,18,973
37,2691,1,18,774
37,2829,1,18,246
37,3468,1,18,214
37,32,1,18,949
37,659,1,18,950
37,5799,1,18,968
37,3973,1,18,963
37,9293,1,18,974
37,4590,1,18,964
37,1820,1,18,954
37,1745,1,18,953
37,5168,1,18,966
37,6548,1,18,972
37,3310,1,18,959
37,3830,1,18,961
37,859,1,18,952
37,2901,1,18,956
37,11836,1,18,976
37,3223,1,18,957
37,6351,1,18,971
37,135,1,18,199
37,5372,1,18,967
37,4755,1,18,965
37,3850,1,18,962
37,6350,1,18,970
41,1448,1,19,984
41,1757,1,19,986
41,1446,1,19,983
41,9261,1,19,1001
41,9342,1,19,1002
41,1382,1,19,981
41,10790,1,19,1005
41,7208,1,19,998
41,5820,1,19,993
41,2044,1,19,989
41,6664,1,19,997
41,2686,1,19,990
41,7631,1,19,1000
41,6319,1,19,994
41,10127,1,19,1004
41,1759,1,19,987
41,1236,1,19,979
41,1442,1,19,982
41,7515,1,19,999
41,1449,1,19,985
41,914,1,19,977
41,12585,1,19,1007
41,1379,1,19,980
41,6430,1,19,995
41,1147,1,19,978
42,4257,1,20,1024
42,4654,1,20,1027
42,12235,1,20,1047
42,1948,1,20,1016
42,888,1,20,1009
42,12132,1,20,1046
42,4260,1,20,1025
42,10797,1,20,1041
42,4133,1,20,1021
42,7142,1,20,1033
42,4791,1,20,1029
42,1933,1,20,1014
42,8017,1,20,1035
42,701,1,20,1008
42,3051,1,20,1018
42,1136,1,20,1010
42,4789,1,20,1028
42,8519,1,20,1036
42,5322,1,20,1030
42,5389,1,20,1031
42,11948,1,20,1045
42,1947,1,20,1015
42,11243,1,20,1043
42,1951,1,20,1017
42,4262,1,20,1026
42,7914,1,20,1034
42,4251,1,20,1022
42,10218,1,20,1038
42,1460,1,20,1012
42,10404,1,20,1039
42,3498,1,20,1020
42,4256,1,20,1023
42,10812,1,20,1042
43,2400,1,21,1069
43,2302,1,21,1065
43,2323,1,21,1067
43,7552,1,21,1095
43,151,1,21,1048
43,1097,1,21,1055
43,3213,1,21,409
43,3220,1,21,1074
43,944,1,21,377
43,15031,1,21,1124
43,2405,1,21,1071
43,8406,1,21,1101
43,1676,1,21,1059
43,549,1,21,1052
43,1213,1,21,864
43,7177,1,21,1090
43,7747,1,21,1099
43,7399,1,21,81
43,6169,1,21,1085
43,8569,1,21,1102
43,9740,1,21,1108
43,3187,1,21,874
43,7043,1,21,1089
43,7517,1,21,1093
43,2009,1,21,1063
43,291,1,21,1050
43,9105,1,21,1104
43,10363,1,21,482
43,3446,1,21,144
43,7746,1,21,1098
43,3808,1,21,1076
43,1104,1,21,1057
43,3767,1,21,1075
43,933,1,21,1053
43,9325,1,21,1105
43,10556,1,21,1114
43,7734,1,21,1097
43,9725,1,21,1107
43,2312,1,21,1066
43,11363,1,21,1117
43,13593,1,21,1122
43,5588,1,21,1083
43,4197,1,21,1080
43,1345,1,21,1058
43,3972,1,21,1078
43,10555,1,21,1113
43,8701,1,21,1103
43,249,1,21,1049
43,2740,1,21,1073
43,2723,1,21,1072
43,4634,1,21,1082
43,12187,1,21,1119
43,13463,1,21,1121
43,7540,1,21,1094
43,1034,1,21,1054
43,4343,1,21,1081
43,1100,1,21,1056
43,10766,1,21,1116
43,2397,1,21,1068
43,3839,1,21,1077
43,9720,1,21,1106
43,1865,1,21,1061
43,11527,1,21,1118
43,13643,1,21,1123
43,7731,1,21,1096
43,5910,1,21,1084
43,2404,1,21,1070
43,7194,1,21,1091
44,11205,1,22,1155
44,10583,1,22,1153
44,2038,1,22,1134
44,216,1,22,1127
44,3428,1,22,1139
44,3556,1,22,1142
44,2216,1,22,1136
44,6766,1,22,1147
44,5273,1,22,1146
44,3912,1,22,1143
44,477,1,22,767
44,11164,1,22,1154
44,1706,1,22,1132
44,3484,1,22,1141
44,14,1,22,291
44,1226,1,22,1131
44,7154,1,22,1148
44,4854,1,22,1145
44,10416,1,22,1152
44,511,1,22,1129
44,3433,1,22,1140
44,9290,1,22,1150
44,9400,1,22,1151
44,8050,1,22,1149
44,3422,1,22,1138
44,17,1,22,1126
44,1200,1,22,1130
46,2659,1,23,1159
46,13353,1,23,1178
46,16303,1,23,1222
46,628,1,23,1157
46,4310,1,23,580
46,15930,1,23,1217
46,15609,1,23,1208
46,15531,1,23,1201
46,13109,1,23,1175
46,16817,1,23,1244
46,15977,1,23,1218
46,15710,1,23,1211
46,16309,1,23,1223
46,16638,1,23,1234
46,15585,1,23,1205
46,13830,1,23,1180
46,15768,1,23,1213
46,8302,1,23,1165
46,8166,1,23,1164
46,4309,1,23,1162
46,12085,1,23,1169
46,16581,1,23,1232
46,3464,1,23,1160
46,15997,1,23,1219
46,16228,1,23,1221
46,16433,1,23,1226
46,15817,1,23,1214
46,15532,1,23,1202
46,14647,1,23,1193
46,14227,1,23,1188
46,12115,1,23,1170
46,13563,1,23,1179
46,15110,1,23,1195
46,16803,1,23,1242
46,16768,1,23,1240
46,15225,1,23,714
46,767,1,23,559
46,10560,1,23,630
46,13058,1,23,667
46,16606,1,23,729
46,15867,1,23,1215
46,16609,1,23,855
46,15471,1,23,1199
46,16743,1,23,732
46,15754,1,23,1212
46,12290,1,23,1172
46,13963,1,23,1185
46,12516,1,23,1173
46,15655,1,23,1209
46,16775,1,23,1241
46,14276,1,23,844
46,15590,1,23,1206
46,4046,1,23,1161
46,14443,1,23,1192
46,13831,1,23,1181
46,14062,1,23,1186
46,10608,1,23,1168
46,2710,1,23,408
46,13321,1,23,676
46,13840,1,23,1182
46,16362,1,23,1224
46,15573,1,23,1204
46,16466,1,23,1229
46,16723,1,23,1238
46,16819,1,23,1245
46,13938,1,23,1184
46,13863,1,23,1183
46,15521,1,23,1200
46,14240,1,23,1189
46,15907,1,23,1216
46,14409,1,23,1191
46,14818,1,23,1194
46,15357,1,23,717
46,15614,1,23,849
46,15286,1,23,1198
46,15537,1,23,1203
46,16610,1,23,730
46,8755,1,23,612
46,16522,1,23,1230
46,14259,1,23,1190
46,16619,1,23,1233
46,16434,1,23,1227
46,16064,1,23,721
46,16420,1,23,1225
46,131,1,23,1156
46,12154,1,23,1171
46,16562,1,23,1231
46,16436,1,23,1228
46,11956,1,23,654
48,1213,1,24,864
48,5429,1,24,1255
48,7468,1,24,1259
48,9147,1,24,614
48,3413,1,24,1251
48,7043,1,24,1089
48,7954,1,24,1261
48,8590,1,24,1264
48,17,1,24,1126
48,2216,1,24,1136
48,3897,1,24,1252
48,8154,1,24,1262
48,7465,1,24,1258
48,1727,1,24,1246
48,4303,1,24,1253
48,4651,1,24,1254
48,8566,1,24,1263
48,3331,1,24,1250
48,9696,1,24,1266
48,9240,1,24,1265
48,3441,1,24,570
48,2944,1,24,1249
48,7612,1,24,1260
48,1856,1,24,1247
49,10293,1,25,1470
49,1586,1,25,1319
49,5481,1,25,1388
49,16001,1,25,1567
49,5714,1,25,1402
49,5787,1,25,1404
49,3852,1,25,1357
49,16530,1,25,1585
49,1810,1,25,1334
49,777,1,25,1287
49,5501,1,25,1396
49,1336,1,25,1313
49,2222,1,25,1337
49,12385,1,25,1504
49,4124,1,25,1361
49,50,1,25,1271
49,8381,1,25,1445
49,1803,1,25,1333
49,10187,1,25,1468
49,420,1,25,1282
49,1580,1,25,562
49,11624,1,25,1486
49,10383,1,25,1473
49,1212,1,25,1294
49,1321,1,25,1311
49,14800,1,25,1545
49,12113,1,25,1495
49,12240,1,25,1502
49,16453,1,25,1580
49,1,1,25,1269
49,13142,1,25,1515
49,5503,1,25,1397
49,5489,1,25,1390
49,1611,1,25,1321
49,60,1,25,1272
49,14732,1,25,1543
49,2295,1,25,1340
49,7286,1,25,1429
49,8584,1,25,1447
49,16037,1,25,1568
49,8776,1,25,1449
49,9721,1,25,1463
49,3365,1,25,414
49,1668,1,25,1330
49,13540,1,25,1523
49,15577,1,25,1557
49,13052,1,25,1514
49,2582,1,25,1344
49,7058,1,25,1425
49,1335,1,25,1312
49,1181,1,25,385
49,12976,1,25,1511
49,4914,1,25,1369
49,13239,1,25,1176
49,6099,1,25,1410
49,6259,1,25,1414
49,1081,1,25,1292
49,16452,1,25,1579
49,6237,1,25,1413
49,12124,1,25,1496
49,15127,1,25,1550
49,16901,1,25,1594
49,128,1,25,1274
49,16255,1,25,1575
49,1312,1,25,1309
49,4308,1,25,1364
49,1192,1,25,1293
49,10119,1,25,1466
49,5465,1,25,1379
49,7052,1,25,1424
49,208,1,25,1278
49,1562,1,25,1318
49,16167,1,25,1569
49,9137,1,25,1455
49,14595,1,25,1539
49,10977,1,25,1479
49,1291,1,25,1298
49,5278,1,25,1375
49,7114,1,25,1426
49,12500,1,25,1506
49,1648,1,25,1329
49,5255,1,25,1374
49,14425,1,25,1535
49,11703,1,25,1487
49,14659,1,25,1542
49,11898,1,25,1489
49,15839,1,25,1563
49,1502,1,25,1314
49,1290,1,25,1297
49,16330,1,25,1577
49,1901,1,25,1335
49,5496,1,25,1393
49,11922,1,25,1490
49,10894,1,25,1478
49,5952,1,25,1406
49,12134,1,25,1497
49,1292,1,25,1299
49,9841,1,25,1464
49,13292,1,25,1517
49,6264,1,25,1415
49,4519,1,25,1365
49,2457,1,25,1343
49,16623,1,25,1589
49,2194,1,25,1248
49,11827,1,25,1488
49,12782,1,25,1509
49,8452,1,25,895
49,2370,1,25,1341
49,767,1,25,559
49,5900,1,25,470
49,9430,1,25,1459
49,14658,1,25,1541
49,2221,1,25,865
49,5504,1,25,1398
49,5302,1,25,1376
49,5494,1,25,1392
49,12188,1,25,1499
49,5470,1,25,1381
49,4959,1,25,1370
49,16253,1,25,1574
49,11265,1,25,1482
49,687,1,25,558
49,1307,1,25,1304
49,1311,1,25,1308
49,7304,1,25,1430
